clues,institucion,entidad,en_operacion,nombre_unidad
ASCIJ000012,CIJ,01,true,"CENTROS DE INTEGRACIÓN JUVENIL, A.C. UNIDAD OPERATIVA AGUASCALIENTES"
ASCRO000012,CRO,01,false,CONSULTORIO MEDICO AGUASCALIENTES BASE NORTE
ASDIF000011,DIF,01,true,DIF AGUASCALIENTES
ASDIF000023,DIF,01,true,DIF COSÍO
ASDIF000035,DIF,01,true,DIF RINCÓN DE ROMOS
ASDIF000040,DIF,01,true,DIF TEPEZALÁ
ASDIF000052,DIF,01,true,DIF CALVILLO
ASDIF000064,DIF,01,true,CENTRO GERONTOLÓGICO
ASDIF000076,DIF,01,true,DIF SAN FRACISCO DE LOS ROMO
ASHUN000012,HUN,01,true,UNIDAD DE ODONTOLOGÍA DE LA UNIVERSIDAD CUAUHTÉMOC
ASIMS000016,IMS,01,true,HGZ 2 AGUASCALIENTES
ASIMS000021,IMS,01,true,HGZ 1 AGUASCALIENTES
ASIMS000033,IMS,01,true,UMF 1 AGUASCALIENTES
ASIMS000045,IMS,01,true,UMF 10 AGUASCALIENTES
ASIMS000050,IMS,01,true,UMF 7 SAN MARCOS
ASIMS000062,IMS,01,true,UMF 8 AGUASCALIENTES
ASIMS000074,IMS,01,true,UMF 9 AGUASCALIENTES
ASIMS000086,IMS,01,true,UMF 5 ASIENTOS
ASIMS000091,IMS,01,true,UMF 4 CALVILLO
ASIMS000103,IMS,01,true,UMF 6 JESÚS MARÍA
ASIMS000115,IMS,01,true,UMF 3 PABELLÓN ARTEAGA
ASIMS000120,IMS,01,true,UMF 2 RINCÓN DE ROMOS
ASIMS000132,IMS,01,true,CSS AGUASCALIENTES
ASIMS000144,IMS,01,true,UMF 11 AGUASCALIENTES
ASIMS000154,IMS,01,true,UMAA 1 AGUASCALIENTES (AUT)
ASIMS000161,IMS,01,true,HGZ 3 JESÚS MARÍA
ASIMS000173,IMS,01,true,UMF 12 AGUASCALIENTES
ASIMS000185,IMS,01,true,ALMACÉN DELEGACIONAL EN AGUASCALIENTES
ASIMS000190,IMS,01,true,DELEGACION REGIONAL DE AGUASCALIENTES
ASIST000016,IST,01,true,HG AGUASCALIENTES
ASIST000021,IST,01,true,CMF AGUASCALIENTES
ASIST000033,IST,01,true,UMF PABELLÓN DE ARTEAGA
ASIST000045,IST,01,true,UMF RINCÓN DE ROMOS
ASIST000050,IST,01,true,UMF CALVILLO
ASIST000062,IST,01,true,CMF OJOCALIENTE
ASIST000074,IST,01,true,UMF VILLA JUÁREZ
ASIST000086,IST,01,false,UNIDAD DE MEDICINA FAMILIAR OJO DE AGUA
ASIST000091,IST,01,false,UNIDAD DE MEDICINA FAMILIAR LAZARO CARDENAS
ASIST000103,IST,01,true,CAF SAN JOSÉ DE GRACIA
ASIST000115,IST,01,true,CAF COSIO
ASIST000120,IST,01,true,CAF PALO ALTO
ASIST000131,IST,01,true,CAF SAN FRANCISCO DE LOS ROMO
ASIST000144,IST,01,true,REPRESENTACIÓN ESTATAL DEL ISSSTE EN AGUASCALIENTES
ASSCT000014,SCT,01,true,UNIDAD DE PROTECCIÓN Y MEDICINA PREVENTIVA EN EL TRANSPORTE AGUASCALIENTES
ASSDN000010,SDN,01,false,P.S.1
ASSDN000022,SDN,01,false,P.S.2
ASSDN000034,SDN,01,false,CONS.MED.
ASSDN000046,SDN,01,false,4/O. REGIMIENTO MECANIZADO
ASSMP000016,SMP,01,true,TORRE MEDICA SANTA MARÍA
ASSMP000021,SMP,01,true,CENTRO HOSPITALARIO AGUASCALIENTES
ASSMP000033,SMP,01,true,"CENTRO HOSPITALARIO MAC, S. A. DE C. V."
ASSMP000045,SMP,01,true,PRESTADORA DE SERVICIOS QUIRÚRGICOS DE AGUASCALIENTES S. DE R.L. DE C.V.
ASSMP000050,SMP,01,true,CLÍNICA Y MATERNIDAD SANTA FE DE AGUASCALIENTES
ASSMP000062,SMP,01,false,CENTRO MÉDICO LA MORA S.A DE C.V.
ASSMP000074,SMP,01,true,CLÍNICA Y MATERNIDAD CASA BLANCA
ASSMP000086,SMP,01,true,MÉDICA SAN JUAN HOSPITAL DE ESPECIALIDADES
ASSMP000091,SMP,01,true,"PROMOTORA MÉDICA AGUASCALIENTES, S.A. DE C.V."
ASSMP000103,SMP,01,true,"GRUPO MÉDICO LA SALUD, S. DE R. L. DE C. V."
ASSMP000115,SMP,01,true,"BIOMATERNA CLÍNICA GINECOOBSTETRA, S.C."
ASSMP000120,SMP,01,true,STAR MÉDICA
ASSMP000132,SMP,01,true,UDIMEPES S.A. DE C.V.
ASSMP000144,SMP,01,true,CENTRO DE CIRUGÍA AMBULATORIA MEDISUR
ASSMP000156,SMP,01,true,CLÍNICA Y HOSPITAL VIRGEN DEL CARMEN S.A. DE C.V.
ASSMP000161,SMP,01,true,"SERVICIOS MÉDICOS INTEGRADOS, S. A. DE C. V."
ASSMP000173,SMP,01,true,CLÍNICA SANTA ELENA DEL VALLE DE HUEJUCAR
ASSMP000185,SMP,01,true,INOVA VISIÓN QUIRÚRGICA S.C
ASSMP000190,SMP,01,false,CONSULTORIO DE MEDICINA FAMILIAR: DRA. MA. DEL ROSARIO HERMOSILLO ROMO
ASSMP000202,SMP,01,true,"PATRONATO BANCO DE OJOS Y TEJIDOS DE AGUASCALIENTES, A.C."
ASSMP000214,SMP,01,false,SERVICIOS INTEGRALES DEL DIAGNÓSTICO S.A. DE C.V.
ASSMP000226,SMP,01,true,CLÍNICA RANDOLPH S.C.
ASSMP000231,SMP,01,false,CHC COMPETENCIAS LABORALES S.C (CONSULTORIO MÉDICO DENTRO DEL ESTABLECIMIENTO)
ASSMP000243,SMP,01,true,"MEDICONSULTORES, S.C."
ASSMP000251,SMP,01,false,"SERVICIOS ONCOLÓGICOS DE AGUASCALIENTES, S.A. DE C.V."
ASSMP000260,SMP,01,true,CENTRO DE REHABILITACIÓN E INCLUSIÓN INFANTIL TELETÓN AGUASCALIENTES
ASSMP000275,SMP,01,true,CENTRO DE CIRUGÍA AMBULATORIA DE AGUASCALIENTES S.C.
ASSMP000284,SMP,01,false,FRESENIUS MEDICAL CARE DE MEXICO S.A. DE C.V. (CLINICA AGUASCALIENTES I)
ASSMP000293,SMP,01,false,FRESENIUS MEDICAL CARE DE MEXICO S.A. DE C.V. (CLINICA AGUASCALIENTES II)
ASSMP000304,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000313,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000322,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000331,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000340,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000355,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000364,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000373,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000382,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000391,SMP,01,false,FARMACIAS BENAVIDES
ASSMP000400,SMP,01,true,FARMACIAS BENAVIDES
ASSMP000415,SMP,01,true,FARMACIAS SIMILARES
ASSMP000424,SMP,01,true,FARMACIAS SIMILARES
ASSMP000433,SMP,01,true,FARMACIAS SIMILARES
ASSMP000442,SMP,01,true,FARMACIAS SIMILARES
ASSMP000451,SMP,01,true,FARMACIAS SIMILARES
ASSMP000460,SMP,01,false,FARMACIAS SIMILARES
ASSMP000475,SMP,01,true,FARMACIAS SIMILARES
ASSMP000484,SMP,01,true,FARMACIAS SIMILARES
ASSMP000493,SMP,01,true,FARMACIAS SIMILARES
ASSMP000502,SMP,01,true,FARMACIAS SIMILARES
ASSMP000511,SMP,01,true,FARMACIAS SIMILARES
ASSMP000520,SMP,01,true,FARMACIAS SIMILARES
ASSMP000535,SMP,01,true,FARMACIAS SIMILARES
ASSMP000544,SMP,01,true,FARMACIAS SIMILARES
ASSMP000553,SMP,01,true,FARMACIAS SIMILARES
ASSMP000562,SMP,01,true,FARMACIAS SIMILARES
ASSMP000571,SMP,01,true,FARMACIAS SIMILARES
ASSMP000580,SMP,01,true,FARMACIAS SIMILARES
ASSMP000595,SMP,01,true,FARMACIAS SIMILARES
ASSMP000604,SMP,01,true,FARMACIAS SIMILARES
ASSMP000613,SMP,01,false,FARMACIAS SIMILARES
ASSMP000622,SMP,01,true,FARMACIAS SIMILARES
ASSMP000631,SMP,01,true,FARMACIAS SIMILARES
ASSMP000640,SMP,01,true,FARMACIAS SIMILARES
ASSMP000655,SMP,01,true,FARMACIAS SIMILARES
ASSMP000664,SMP,01,true,FARMACIAS SIMILARES
ASSMP000673,SMP,01,true,FARMACIAS SIMILARES
ASSMP000682,SMP,01,true,FARMACIAS SIMILARES
ASSMP000691,SMP,01,true,FARMACIAS SIMILARES
ASSMP000700,SMP,01,true,FARMACIAS SIMILARES
ASSMP000715,SMP,01,true,FARMACIAS SIMILARES
ASSMP000724,SMP,01,true,FARMACIAS SIMILARES
ASSMP000733,SMP,01,true,FARMACIAS SIMILARES
ASSMP000742,SMP,01,true,FARMACIAS SIMILARES
ASSMP000751,SMP,01,true,FARMACIAS SIMILARES
ASSMP000760,SMP,01,false,FARMACIAS SIMILARES
ASSMP000775,SMP,01,true,FARMACIAS SIMILARES
ASSMP000784,SMP,01,true,FARMACIAS SIMILARES
ASSMP000793,SMP,01,true,FARMACIAS SIMILARES
ASSMP000802,SMP,01,true,FARMACIAS SIMILARES
ASSMP000811,SMP,01,true,FARMACIAS SIMILARES
ASSMP000820,SMP,01,true,FARMACIAS SIMILARES
ASSMP000835,SMP,01,false,FARMACIA SORIANA MERCADO SUC.192 LA ASUNCION
ASSMP000844,SMP,01,false,FARMACIA SORIANA HÍPER SUC.663 ESPACIO AGUASCALIENTES
ASSMP000851,SMP,01,true,CORPORACION ONCOLÓGICA MEXICO AMERICANA S.A. DE C.V.
ASSMP000861,SMP,01,false,"CENTRO DE ADIESTRAMIENTO PROFESIONAL PARA CONDUCTORES DEL AUTOTRANSPORTE, S.C."
ASSMP000873,SMP,01,false,"FARMACIAS BENAVIDES, N162 JARDINES DE AGUASCALIENTES"
ASSMP000885,SMP,01,false,"FARMACIAS BENAVIDES, N162 JARDINES DE AGUASCALIENTES"
ASSMP000890,SMP,01,true,CLÍNICA Y MATERNIDAD ASUNCIÓN S.A. DE C.V.
ASSMP000902,SMP,01,false,TRANS-MEDICA
ASSMP000914,SMP,01,true,MÉDICA JARDINES
ASSMP000926,SMP,01,false,CLINICA DE SALUD INTEGRAL AL TRANSPORTISTA SAN CRISTOBAL S. C.
ASSMP000931,SMP,01,true,"PROMOTORA INMOBILIARIA MÉDICA DE AGUASCALIENTES, S. A. DE C. V."
ASSMP000943,SMP,01,true,CENTRO DE CIRUGÍA AMBULATORIA MÉDICA NORTE S. C.
ASSMP000955,SMP,01,false,CENTRO DE VACUNACION -- AGUASCALIENTES
ASSMP000960,SMP,01,true,SOM HEROE DE NACOZARI
ASSMP000972,SMP,01,true,SOM CONSTITUCION
ASSMP000984,SMP,01,true,SOM SAN IGANACIO
ASSMP000996,SMP,01,true,SOM CHABACANO
ASSMP001001,SMP,01,true,SOM PASEO DE LA ASUNCION
ASSMP001013,SMP,01,true,SOM MENDEL
ASSMP001025,SMP,01,true,SOM BOMBEROS
ASSMP001030,SMP,01,true,SOM CANAL INTERCEPTOR
ASSMP001042,SMP,01,true,SALUD DIGNA A. C.
ASSMP001054,SMP,01,true,SOM AGOSTADERO
ASSMP001066,SMP,01,true,SALUD DIGNA A. C.
ASSMP001071,SMP,01,true,CASILLAS CIRUGÍA AMBULATORIA
ASSMP001083,SMP,01,true,"CENTRO HOSPITALARIO MAC, S. A. DE C. V. "
ASSMP001095,SMP,01,true,SOM DEL VALLE
ASSMP001100,SMP,01,true,SOM CLINICA
ASSMP001112,SMP,01,true,MEDICAL HIDROCÁLIDA S. A. DE C. V.
ASSMP001124,SMP,01,true,"HOSPITAL SAN GERONIMO EMILIANI, S. DE R. L. DE C. V."
ASSMP001136,SMP,01,true,FUNDACION BEST A.C.
ASSMP001141,SMP,01,true,FUNDACION BEST A.C.
ASSMP001153,SMP,01,true,FUNDACION BEST A.C.
ASSMP001165,SMP,01,true,FUNDACION BEST A.C.
ASSMP001170,SMP,01,true,FUNDACION BEST A.C.
ASSMP001182,SMP,01,true,FUNDACION BEST A.C.
ASSMP001194,SMP,01,true,FUNDACION BEST A.C.
ASSMP001206,SMP,01,true,FUNDACION BEST A.C.
ASSMP001211,SMP,01,true,FUNDACION BEST A.C.
ASSMP001223,SMP,01,true,FUNDACION BEST A.C.
ASSMP001235,SMP,01,true,FUNDACION BEST A.C.
ASSMP001240,SMP,01,true,FUNDACION BEST A.C.
ASSMP001252,SMP,01,true,FUNDACION BEST A.C.
ASSMP001264,SMP,01,true,FUNDACION BEST A.C.
ASSMP001276,SMP,01,true,FUNDACION BEST A.C.
ASSMP001281,SMP,01,true,FUNDACION BEST A.C.
ASSMP001293,SMP,01,true,FUNDACION BEST A.C.
ASSMP001305,SMP,01,true,FUNDACION BEST A.C.
ASSMP001310,SMP,01,true,FUNDACION BEST A.C.
ASSMP001322,SMP,01,true,FUNDACION BEST A.C.
ASSMP001334,SMP,01,true,FUNDACION BEST A.C.
ASSMP001346,SMP,01,true,FUNDACION BEST A.C.
ASSMP001351,SMP,01,true,FUNDACION BEST A.C.
ASSMP001363,SMP,01,true,FUNDACION BEST A.C.
ASSMP001375,SMP,01,true,FUNDACION BEST A.C.
ASSMP001380,SMP,01,true,FUNDACION BEST A.C.
ASSMP001392,SMP,01,true,FUNDACION BEST A.C.
ASSMP001404,SMP,01,true,FUNDACION BEST A.C.
ASSMP001416,SMP,01,true,FUNDACION BEST A.C.
ASSMP001421,SMP,01,true,FUNDACION BEST A.C.
ASSMP001433,SMP,01,true,FUNDACION BEST A.C.
ASSMP001445,SMP,01,true,FUNDACION BEST A.C.
ASSMP001450,SMP,01,true,FUNDACION BEST A.C.
ASSMP001462,SMP,01,true,FUNDACION BEST A.C.
ASSMP001474,SMP,01,false,"GENOMED.DX, S. A. S. DE C. V."
ASSMP001486,SMP,01,true,"HERMI DESARROLLADORA MÉDICA, S. A. DE C. V."
ASSMP001491,SMP,01,true,"HOSPITALARIA DE AGUASCALIENTES SERVICIOS MÉDICOS, S. A. DE C. V."
ASSMP001503,SMP,01,true,"RENIS SERVICIOS MÉDICOS, S. A. DE C. V."
ASSMP001515,SMP,01,true,MEDICA SAN FRANCISCO DE AGUASCALIENTES S.C.
ASSMP001520,SMP,01,true,"UNIDAD DE CUIDADOS NEFROLÓGICOS, S. C."
ASSMP001532,SMP,01,true,"UNIDAD NEFROLÓGICA DE ALTA ESPECIALIDAD, S. C."
ASSMP001544,SMP,01,false,"CARINT, S. A. DE C. V."
ASSMP001556,SMP,01,true,FUNDACION BEST A.C.
ASSMP001561,SMP,01,true,FUNDACION BEST A.C.
ASSMP001573,SMP,01,true,FUNDACION BEST A.C.
ASSMP001585,SMP,01,true,FUNDACION BEST A.C.
ASSMP001590,SMP,01,true,FUNDACION BEST A.C.
ASSMP001602,SMP,01,true,FUNDACION BEST A.C.
ASSMP001614,SMP,01,true,"OPERADORA DE SERVICIOS MÉDICOS ML, S. A. DE C. V."
ASSMP001626,SMP,01,true,HOSPITAL SAN MARCOS S. C.
ASSMP001631,SMP,01,true,"OPERADORA DE SERVICIOS MÉDICOS ML, S. A. DE C. V."
ASSMP001643,SMP,01,false,"CARINT, S. A. DE C. V."
ASSMP001655,SMP,01,true,"F-6857 VALLADOLID, AGS"
ASSMP001660,SMP,01,true,"F-6971 ASIENTOS, AGS"
ASSMP001672,SMP,01,true,"CENTRO MÉDICO GALERÍAS AGUASCALIENTES, S. C."
ASSMP001684,SMP,01,true,"OPERADORA DE SERVICIOS MÉDICOS ML, S. A. DE C. V."
ASSMP001696,SMP,01,true,"OPERADORA DE SERVICIOS MÉDICOS ML, S. A. DE C. V."
ASSMP001701,SMP,01,true,MÉDICA RINCÓN
ASSMP001713,SMP,01,true,"OPERADORA DE SERVICIOS MÉDICOS ML, S. A. DE C. V."
ASSMP001725,SMP,01,true,"OPERADORA DE SERVICIOS MÉDICOS ML, S. A. DE C. V."
ASSMP001730,SMP,01,true,"OPERADORA DE SERVICIOS MÉDICOS ML, S. A. DE C. V."
ASSMP001742,SMP,01,true,"OPERADORA DE SERVICIOS MÉDICOS ML, S. A. DE C. V."
ASSMP001754,SMP,01,true,"ESPAMEDIC, S. A. DE C. V."
ASSMP001766,SMP,01,true,CLÍNICA CRYSTAL S. A. DE C. V.
ASSMP001771,SMP,01,true,"SOLMED RD, S. A. DE C. V."
ASSSA000013,SSA,01,true,CENTRO ESTATAL DE SALUD MENTAL FAMILIAR AGUA CLARA
ASSSA000025,SSA,01,false,CENTENARIO HOSPITAL MIGUEL HIDALGO
ASSSA000030,SSA,01,true,HOSPITAL GENERAL TERCER MILENIO
ASSSA000042,SSA,01,true,HOSPITAL DE LA MUJER
ASSSA000054,SSA,01,true,HOSPITAL DE PSIQUIATRÍA DR. GUSTAVO LEÓN MOJICA GARCÍA
ASSSA000066,SSA,01,true,CENTRO DE SALUD URBANO NORIAS DE OJOCALIENTE
ASSSA000071,SSA,01,true,CENTRO DE SALUD URBANO GREMIAL
ASSSA000083,SSA,01,true,CENTRO DE SALUD URBANO PROGRESO
ASSSA000095,SSA,01,true,CENTRO DE SALUD URBANO CONSTITUCIÓN
ASSSA000100,SSA,01,true,CENTRO DE SALUD URBANO GÓMEZ PORTUGAL
ASSSA000112,SSA,01,true,CENTRO DE SALUD URBANO INSURGENTES
ASSSA000124,SSA,01,true,CENTRO DE SALUD URBANO LICENCIADO JOSÉ LÓPEZ PORTILLO
ASSSA000136,SSA,01,true,CENTRO DE SALUD URBANO LA SALUD
ASSSA000141,SSA,01,true,CENTRO DE SALUD URBANO SAN MARCOS
ASSSA000153,SSA,01,true,CENTRO DE SALUD URBANO OJOCALIENTE
ASSSA000165,SSA,01,true,CENTRO DE SALUD URBANO MORELOS
ASSSA000170,SSA,01,false,CENTRO DE SALUD URBANO ARBOLEDAS
ASSSA000182,SSA,01,true,CENTRO DE SALUD URBANO LAS CUMBRES
ASSSA000194,SSA,01,true,CENTRO DE SALUD RURAL LOS ARELLANO
ASSSA000206,SSA,01,false,CENTRO DE SALUD RURAL LOS CAÑOS
ASSSA000211,SSA,01,true,CENTRO DE SALUD RURAL EL COLORADO
ASSSA000223,SSA,01,true,CENTRO DE SALUD RURAL LOS CUERVOS
ASSSA000235,SSA,01,true,CENTRO DE SALUD URBANO JOSÉ MARÍA MORELOS
ASSSA000240,SSA,01,false,CENTRO DE SALUD RURAL PEÑUELAS
ASSSA000252,SSA,01,true,CENTRO DE SALUD RURAL SALTO DE LOS SALADO
ASSSA000264,SSA,01,true,CENTRO DE SALUD RURAL SAN IGNACIO
ASSSA000276,SSA,01,true,CENTRO DE SALUD RURAL SANTA MARÍA DE GALLARDO
ASSSA000281,SSA,01,false,CENTRO DE SALUD RURAL VILLA LICENCIADO JESÚS TERÁN
ASSSA000293,SSA,01,true,CENTRO DE SALUD RURAL LA CANTERA
ASSSA000305,SSA,01,true,CENTRO DE SALUD URBANO ASIENTOS
ASSSA000310,SSA,01,true,CENTRO DE SALUD RURAL ADOLFO LÓPEZ MATEOS
ASSSA000322,SSA,01,true,CENTRO DE SALUD RURAL COLONIA EMANCIPACIÓN
ASSSA000334,SSA,01,true,CENTRO DE SALUD URBANO CIÉNEGA GRANDE
ASSSA000346,SSA,01,true,CENTRO DE SALUD RURAL LAS FRAGUAS
ASSSA000351,SSA,01,true,CENTRO DE SALUD RURAL FRANCISCO VILLA
ASSSA000363,SSA,01,false,CENTRO DE SALUD RURAL JARILLAS
ASSSA000375,SSA,01,true,CENTRO DE SALUD RURAL PILOTOS
ASSSA000380,SSA,01,true,CENTRO DE SALUD RURAL EL POLVO
ASSSA000392,SSA,01,true,CENTRO DE SALUD URBANO VILLA JUÁREZ
ASSSA000404,SSA,01,true,HOSPITAL GENERAL CALVILLO
ASSSA000416,SSA,01,true,CENTRO DE SALUD URBANO CALVILLO PONIENTE
ASSSA000421,SSA,01,true,CENTRO DE SALUD URBANO CALVILLO
ASSSA000433,SSA,01,true,CENTRO DE SALUD RURAL COLOMOS
ASSSA000445,SSA,01,true,CENTRO DE SALUD RURAL EL CUERVERO
ASSSA000450,SSA,01,true,CENTRO DE SALUD RURAL JALTICHE DE ARRIBA
ASSSA000462,SSA,01,true,CENTRO DE SALUD RURAL LA LABOR
ASSSA000474,SSA,01,true,CENTRO DE SALUD RURAL MALPASO
ASSSA000486,SSA,01,false,CENTRO DE SALUD RURAL OJOCALIENTE
ASSSA000491,SSA,01,true,CENTRO DE SALUD RURAL PRESA DE LOS SERNA
ASSSA000503,SSA,01,true,CENTRO DE SALUD RURAL SAN TADEO
ASSSA000515,SSA,01,true,CENTRO DE SALUD RURAL EL TEMAZCAL
ASSSA000520,SSA,01,true,CENTRO DE SALUD RURAL TERRERO DE LA LABOR
ASSSA000532,SSA,01,true,CENTRO DE SALUD URBANO COSÍO
ASSSA000544,SSA,01,true,CENTRO DE SALUD RURAL SOLEDAD DE ABAJO
ASSSA000556,SSA,01,true,CENTRO DE SALUD URBANO JESÚS MARÍA
ASSSA000561,SSA,01,true,CENTRO DE SALUD RURAL IGNACIO ZARAGOZA
ASSSA000573,SSA,01,true,CENTRO DE SALUD RURAL GRACIAS A DIOS
ASSSA000585,SSA,01,true,CENTRO DE SALUD URBANO JESÚS GÓMEZ PORTUGAL
ASSSA000590,SSA,01,true,CENTRO DE SALUD RURAL TAPIAS VIEJAS
ASSSA000602,SSA,01,true,CENTRO DE SALUD RURAL VALLADOLID
ASSSA000614,SSA,01,true,HOSPITAL GENERAL PABELLÓN DE ARTEAGA
ASSSA000626,SSA,01,true,CENTRO DE SALUD URBANO PABELLÓN DE ARTEAGA
ASSSA000631,SSA,01,true,CENTRO DE SALUD RURAL LAS ÁNIMAS
ASSSA000643,SSA,01,true,CENTRO DE SALUD URBANO EMILIANO ZAPATA
ASSSA000655,SSA,01,true,HOSPITAL GENERAL RINCÓN DE ROMOS
ASSSA000660,SSA,01,true,CENTRO DE SALUD URBANO RINCÓN DE ROMOS
ASSSA000672,SSA,01,true,CENTRO DE SALUD RURAL LA BOQUILLA
ASSSA000684,SSA,01,true,CENTRO DE SALUD URBANO PABELLÓN DE HIDALGO
ASSSA000696,SSA,01,true,CENTRO DE SALUD URBANO SAN JACINTO
ASSSA000701,SSA,01,true,CENTRO DE SALUD URBANO SAN JOSÉ DE GRACIA
ASSSA000713,SSA,01,true,CENTRO DE SALUD RURAL LA CONGOJA
ASSSA000725,SSA,01,true,CENTRO DE SALUD RURAL PAREDES
ASSSA000730,SSA,01,true,CENTRO DE SALUD RURAL POTRERO DE LOS LÓPEZ
ASSSA000742,SSA,01,true,CENTRO DE SALUD RURAL SAN ANTONIO DE LOS RÍOS
ASSSA000754,SSA,01,true,CENTRO DE SALUD RURAL TÚNEL DE POTRERILLO
ASSSA000766,SSA,01,true,CENTRO DE SALUD URBANO TEPEZALÁ
ASSSA000771,SSA,01,true,CENTRO DE SALUD RURAL EL CHAYOTE
ASSSA000783,SSA,01,true,CENTRO DE SALUD RURAL MESILLAS
ASSSA000795,SSA,01,true,CENTRO DE SALUD URBANO SAN ANTONIO TEPEZALÁ
ASSSA000800,SSA,01,true,CENTRO DE SALUD URBANO PALO ALTO
ASSSA000812,SSA,01,true,CENTRO DE SALUD RURAL LOS CONOS
ASSSA000824,SSA,01,true,CENTRO DE SALUD RURAL LICENCIADO JESÚS TERÁN
ASSSA000836,SSA,01,true,CENTRO DE SALUD RURAL SANTA ROSA
ASSSA000841,SSA,01,true,CENTRO DE SALUD RURAL LA UNIÓN
ASSSA000853,SSA,01,true,CENTRO DE SALUD URBANO EL BARRANCO
ASSSA000865,SSA,01,true,CENTRO DE SALUD URBANO SAN FRANCISCO DE LOS ROMO
ASSSA000870,SSA,01,true,CENTRO DE SALUD RURAL PUERTECITO DE LA VIRGEN
ASSSA000882,SSA,01,true,CENTRO DE SALUD RURAL LOS CAMPOS
ASSSA000894,SSA,01,true,UNIDAD MÓVIL COLONIA SANA
ASSSA000906,SSA,01,true,UNIDAD MÓVIL COMUNIDAD SANA
ASSSA000911,SSA,01,false,UNIDAD MÓVIL SALUD PARA TODOS
ASSSA000923,SSA,01,false,UNIDAD MÓVIL BIENESTAR EN SALUD
ASSSA000931,SSA,01,true,ALMACÉN GENERAL ISEA
ASSSA000943,SSA,01,true,ALMACÉN JURISDICCIONAL NO. I
ASSSA000955,SSA,01,true,ALMACÉN JURISDICCIONAL NO. II
ASSSA000960,SSA,01,false,ALMACÉN JURISDICCIONAL NO. III
ASSSA000972,SSA,01,false,CENTRO ESTATAL DE TRANSFUSIÓN SANGUÍNEA
ASSSA000984,SSA,01,true,CENTRO MUNICIPAL DE CONTROL CANINO Y FELINO
ASSSA000996,SSA,01,true,JURISDICCIÓN SANITARIA NO. I
ASSSA001001,SSA,01,true,JURISDICCIÓN SANITARIA NO. II
ASSSA001013,SSA,01,true,JURISDICCIÓN SANITARIA NO. III
ASSSA001025,SSA,01,true,LABORATORIO ESTATAL DE SALUD PÚBLICA
ASSSA001030,SSA,01,true,OFICINAS CENTRALES
ASSSA001046,SSA,01,true,CENTRO DE SALUD URBANO CERESO VARONES
ASSSA001051,SSA,01,true,UNEME CAPASITS (CLÍNICA DE VIH/SIDA)
ASSSA001063,SSA,01,true,CENTRO ESTATAL DE TRANSFUSIÓN SANGUÍNEA
ASSSA001075,SSA,01,true,CARAVANA TIPO II ECONÓMICO 241
ASSSA001080,SSA,01,true,CARAVANA TIPO II ECONÓMICO 240
ASSSA001092,SSA,01,true,CARAVANA TIPO I ECONÓMICO 239
ASSSA001104,SSA,01,true,UNEME DE ENFERMEDADES CRÓNICAS AGUASCALIENTES
ASSSA001116,SSA,01,true,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES AGUASCALIENTES
ASSSA001121,SSA,01,true,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES RINCÓN DE ROMOS
ASSSA001133,SSA,01,true,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CALVILLO
ASSSA001145,SSA,01,true,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES JESÚS MARÍA
ASSSA001150,SSA,01,true,UNEME CISAME JESÚS MARÍA
ASSSA001162,SSA,01,true,CARAVANA TIPO II ECONÓMICO 259
ASSSA001174,SSA,01,true,CARAVANA TIPO II ECONÓMICO 260
ASSSA001186,SSA,01,true,CENTRO DE SALUD URBANO GUADALUPE PERALTA
ASSSA001191,SSA,01,true,CENTRO DE SALUD RURAL CARBONERAS
ASSSA001203,SSA,01,true,"CENTRO ESTATAL DE ATENCIÓN PARA LABIO Y PALADAR HENDIDO ""DRA. LEONORILDA ALVAREZ NORIEGA"""
ASSSA001215,SSA,01,true,UNEME HEMODIÁLISIS DE AGUASCALIENTES
ASSSA001220,SSA,01,true,UNEME ENFERMEDADES CRÓNICAS RINCÓN DE ROMOS
ASSSA001232,SSA,01,true,CASA DEL ADOLESCENTE
ASSSA001244,SSA,01,true,CENTRO DE SALUD URBANO OJOCALIENTE
ASSSA001250,SSA,01,true,UNIDAD MÓVIL DE CUIDADOS PALIATIVOS
ASSSA001265,SSA,01,true,UNEME HEMODIÁLISIS DE CALVILLO
ASSSA001274,SSA,01,true,CENTRO DE SALUD RURAL LOS CAÑOS
ASSSA001283,SSA,01,true,CENTRO DE SALUD URBANO VILLA LICENCIADO JESÚS TERÁN
ASSSA001292,SSA,01,true,CENTRO REGIONAL DE DESARROLLO INFANTIL Y ESTIMULACIÓN TEMPRANA
